"Area Served","Callsign","Frequency(MHz)","Purpose","Polarisation","Antenna Height (m)","Antenna Pattern","Maximum ERP (W)","Technical Specification Number","Licence Number","Site id","Site Name","Zone","Easting","Northing","Latitude","Longitude","State","BSL","Licence Area","Licence Area ID","Status"
"Geelong","3BAY","93.9","Commercial","M","110","DA","56000","5148001","1384869","40824","Geelong Broadcasters Site Murradoc Hill 270 Founds Road DRYSDALE","0","0","0","38 9 48S","144 36 14E","VIC","5148","GEELONG RA1","","Issued"
"Geelong","3PLS","94.7","Community","M","110","DA","56000","6598001","10215102","40824","Geelong Broadcasters Site Murradoc Hill 270 Founds Road DRYSDALE","0","0","0","38 9 48S","144 36 14E","VIC","5087","GEELONG RA1","","Issued"
"Geelong","3CAT","95.5","Commercial","M","110","DA","56000","4151001","1384885","40824","Geelong Broadcasters Site Murradoc Hill 270 Founds Road DRYSDALE","0","0","0","38 9 48S","144 36 14E","VIC","4151","GEELONG RA1","","Issued"
"Geelong","3GGR","96.3","Community","M","110","DA","56000","6597001","1170544","40824","Geelong Broadcasters Site Murradoc Hill 270 Founds Road DRYSDALE","0","0","0","38 9 48S","144 36 14E","VIC","1150691","GEELONG RA1","","Issued"
"Geelong","3GPH","99.5","Community","M","30","OD","800","10009641","1170572","8000005","Broadcast Site Brownhill Heights Reserve CERES","0","0","0","38 10 25S","144 18 1E","VIC","1150700","GEELONG RA2","","Issued"
"Geeveston","7RGY","95.3","Community","V","15","DA","250","10010811","10643785","10015846","Cmty Radio Mast Doody's Hill Lookout  Doody's Hill Rd PORT HUON","0","0","0","43 8 53S","146 56 18E","TAS","3081","HUON VALLEY RA1","","Issued"
"Genoa","3MGB","96.9","Community","V","10","DA","100","12000461","1153802","12106","Police Site MARAMINGO HILL","0","0","0","37 24 38S","149 32 51E","VIC","5242","MALLACOOTA RA1","","Issued"
"George Town","7TFM","95.3","Community","M","35","OD","200","10010792","1170996","100994","Vodafone Site Scenic Lookout MT GEORGE","0","0","0","41 6 11S","146 51 44E","TAS","1150789","GEORGE TOWN RA1","","Issued"
"Georgetown","4JJJ","104.5","Retransmission","M","16","OD","10","660001","1180794","40403","BAI Comms Site Lot 13 Forsyth Rd GEORGETOWN","0","0","0","18 18 8S","143 32 42E","QLD","","","","Issued"
"Georgetown","4ABCRR","106.1","National","M","35","OD","40","10003929","1198726","40403","BAI Comms Site Lot 13 Forsyth Rd GEORGETOWN","0","0","0","18 18 8S","143 32 42E","QLD","","","","Issued"
"Georgetown","4ABCRN","107.7","National","M","35","OD","40","10003928","1198769","40403","BAI Comms Site Lot 13 Forsyth Rd GEORGETOWN","0","0","0","18 18 8S","143 32 42E","QLD","","","","Issued"
"Geraldton","6ABCFM","94.9","National","M","93","OD","10000","10005294","1198495","31071","Broadcast Australia Site Moresby Range off Chapman Valley Rd WAGGRAKINE","0","0","0","28 40 55S","114 40 37E","WA","","","","Issued"
"Geraldton","6GGG","96.5","Commercial","M","90","DA","30000","10005656","1384925","152981","Commercial Site Moresby Range off Chapman Valley Rd WAGGRAKINE","0","0","0","28 41 2S","114 40 34E","WA","10370","GERALDTON RA1","","Issued"
"Geraldton","6BAY","98.1","Commercial","M","90","DA","30000","10005688","1384927","152981","Commercial Site Moresby Range off Chapman Valley Rd WAGGRAKINE","0","0","0","28 41 2S","114 40 34E","WA","10371","GERALDTON RA1","","Issued"
"Geraldton","6JJJ","98.9","National","M","93","OD","10000","10005297","1151762","31071","Broadcast Australia Site Moresby Range off Chapman Valley Rd WAGGRAKINE","0","0","0","28 40 55S","114 40 37E","WA","","","","Issued"
"Geraldton","6ABCRN","99.7","National","M","93","OD","10000","10005298","1198503","31071","Broadcast Australia Site Moresby Range off Chapman Valley Rd WAGGRAKINE","0","0","0","28 40 55S","114 40 37E","WA","","","","Issued"
"Geraldton","6PNN","101.3","National","M","93","OD","10000","10000964","1565006","31071","Broadcast Australia Site Moresby Range off Chapman Valley Rd WAGGRAKINE","0","0","0","28 40 55S","114 40 37E","WA","","","","Issued"
"Gilgandra","2WAR","98.9","Community","V","30","OD","100","10013234","1171031","136713","2WAR Studio 11 Warren Rd GILGANDRA","0","0","0","31 42 43S","148 39 49E","NSW","1150832","GILGANDRA RA1","","Issued"
"Gilgandra","2DBO","101.3","Commercial","M","30","OD","10","1137740","10407826","153620","Water Tower Warren Rd GILGANDRA","0","0","0","31 42 37S","148 38 51E","NSW","10053","DUBBO RA1","","Issued"
"Gilgandra","2SBSFM","103.7","Retransmission","M","30","OD","100","1132634","1565286","153620","Water Tower Warren Rd GILGANDRA","0","0","0","31 42 37S","148 38 51E","NSW","","","","Issued"
"Gin Gin","4GGO","104.9","Community","M","20","OD","100","1133369","1171981","137815","Nominal Planning Site Mulgrave Road GIN GIN","0","0","0","24 59 30S","151 57 40E","QLD","1130096","GIN GIN RA1","","Issued"
"Gladstone","4RGL","91.9","Community","M","25","OD","1000","10014320","1170049","17121","Nixon Site Boles St Round Hill GLADSTONE","0","0","0","23 52 7S","151 15 20E","QLD","1150050","GLADSTONE RA1","","Issued"
"Gladstone","4ROK","93.5","Commercial","M","25","DA","1000","6847001","1170355","17085","Broadcast Site Boles St Round Hill GLADSTONE","0","0","0","23 52 7S","151 15 19E","QLD","1150045","ROCKHAMPTON RA1","","Issued"
"Gladstone","","94.3","HPON","M","25","OD","200","5685012","1155266","17085","Broadcast Site Boles St Round Hill GLADSTONE","0","0","0","23 52 7S","151 15 19E","QLD","","","","Issued"
"Gladstone","4RGK","95.1","Commercial","M","25","DA","1000","6849001","1170274","17085","Broadcast Site Boles St Round Hill GLADSTONE","0","0","0","23 52 7S","151 15 19E","QLD","1150183","ROCKHAMPTON RA1","","Issued"
"Gladstone","4ABCRN","95.9","National","M","23","OD","200","2012602","1198696","17085","Broadcast Site Boles St Round Hill GLADSTONE","0","0","0","23 52 7S","151 15 19E","QLD","","","","Issued"
"Gladstone","4PNN","96.7","National","M","25","OD","200","7735001","1566065","17085","Broadcast Site Boles St Round Hill GLADSTONE","0","0","0","23 52 7S","151 15 19E","QLD","","","","Issued"
"Gladstone","4RK","99.1","National","M","23","OD","200","2278001","1198693","17085","Broadcast Site Boles St Round Hill GLADSTONE","0","0","0","23 52 7S","151 15 19E","QLD","","","","Issued"
"Glen Innes","2SBSFM","89.1","Retransmission","V","20","OD","30","1132349","1188049","34847","Martins Lookout GLEN INNES","0","0","0","29 44 38S","151 45 4E","NSW","","","","Issued"
"Glen Innes","2ABCRN","105.1","National","M","28","OD","3000","10002399","1153470","151348","Broadcast Australia Site 4 km NW of Glenn Innes CARPENTERS HILL","0","0","0","29 43 1S","151 41 30E","NSW","","","","Issued"
"Glen Innes","2CBD","105.9","Community","M","30","OD","3000","10005054","1170916","10004439","Carpenters Hill Broadcast Site via Abbotts Road GLEN INNES","0","0","0","29 42 59S","151 41 33E","NSW","1150087","DEEPWATER RA1","","Issued"
"Glen Innes","2CBD","105.9","Community","M","20","OD","3000","10005054","1170916","34912","Martins Lookout GLEN INNES","0","0","0","29 44 46S","151 45 4E","NSW","1150087","DEEPWATER RA1","","Issued"
"Glen Innes","2GEM","106.7","Commercial","M","30","OD","200","10004869","1151802","35679","Martins Lookout GLEN INNES","0","0","0","29 44 38S","151 45 4E","NSW","10322","INVERELL RA1","","Issued"
"Glen Innes","","107.5","HPON","M","30","OD","3000","10007766","1155270","6955","Commercial Site 4 km NW of Glenn Innes CARPENTERS HILL","0","0","0","29 43 2S","151 41 28E","NSW","","","","Issued"
"Glendell Mine","2NM","99.1","Retransmission","V","15","OD","10","1133693","1921000","139001","Broadcast Mast  Glendell Mine Off Hebden Rd HEBDEN","0","0","0","32 25 1S","151 4 39E","NSW","","","","Issued"
"Glendell Mine","2JJJ","100.9","Retransmission","V","15","OD","10","1133508","1921001","139001","Broadcast Mast  Glendell Mine Off Hebden Rd HEBDEN","0","0","0","32 25 1S","151 4 39E","NSW","","","","Issued"
"Glenden","4MMK","91.7","Commercial","M","35","OD","250","10013398","1159630","151669","Water Treatment Plant Usher Terrace GLENDEN","0","0","0","21 21 29S","148 6 34E","QLD","1150018","MACKAY RA1","","Issued"
"Glenden","4ABCRR","92.5","National","M","35","OD","20","10007374","1154917","151669","Water Treatment Plant Usher Terrace GLENDEN","0","0","0","21 21 29S","148 6 34E","QLD","","","","Issued"
"Glenden","4ABCRN","93.3","National","M","35","OD","20","10007373","1154918","151669","Water Treatment Plant Usher Terrace GLENDEN","0","0","0","21 21 29S","148 6 34E","QLD","","","","Issued"
"Glenden","4SBSFM","94.1","Retransmission","V","35","DA","50","1131061","10168070","151669","Water Treatment Plant Usher Terrace GLENDEN","0","0","0","21 21 29S","148 6 34E","QLD","","","","Issued"
"Gloucester","","99.3","HPON","M","20","OD","100","10008591","1170002","153030","2KY Broadcast site Avon Valley Hotel 82 Church St GLOUCESTER","0","0","0","32 0 28S","151 57 30E","NSW","","","","Issued"
"Gloucester","2RE","100.1","Commercial","M","20","DA","80","4131002","10220661","7445","Broadcast Site Kia Ora Lookout GLOUCESTER","0","0","0","31 57 45S","151 56 48E","NSW","4131","TAREE RA1","","Issued"
"Gloucester","2MRR","100.9","National","M","19","OD","200","5045002","1198625","151231","Broadcast Australia Site Kia Ora Lookout GLOUCESTER","0","0","0","31 57 45S","151 56 49E","NSW","","","","Issued"
"Gloucester","2ABCRN","102.5","National","M","19","OD","200","6300002","1198632","151231","Broadcast Australia Site Kia Ora Lookout GLOUCESTER","0","0","0","31 57 45S","151 56 49E","NSW","","","","Issued"
"Gloucester","2MVB","103.3","Commercial","M","20","DA","80","10004971","10220666","7445","Broadcast Site Kia Ora Lookout GLOUCESTER","0","0","0","31 57 45S","151 56 48E","NSW","10326","TAREE RA1","","Issued"
"Gold Coast","4ABCFM","88.5","National","M","32","DA","26000","2138001","1150295","13564","NTL Broadcast Site cnr North & Freemans Rds LOWER BEECHMONT","0","0","0","28 2 1S","153 14 32E","QLD","","","","Issued"
"Gold Coast","4CRB","89.3","Community","M","30","DA","25000","3069001","1385190","14001","GCT Mt Tamborine Site 40m Tower Golf Course Road MOUNT TAMBORINE","0","0","0","27 58 11S","153 12 49E","QLD","3069","GOLD COAST RA1","","Issued"
"Gold Coast","4ABCRN","90.1","National","M","32","DA","26000","2139001","1150298","13564","NTL Broadcast Site cnr North & Freemans Rds LOWER BEECHMONT","0","0","0","28 2 1S","153 14 32E","QLD","","","","Issued"
"Gold Coast","4SEA","90.9","Commercial","M","22","DA","25000","3182001","1384858","14001","GCT Mt Tamborine Site 40m Tower Golf Course Road MOUNT TAMBORINE","0","0","0","27 58 11S","153 12 49E","QLD","3182","GOLD COAST RA1","","Issued"
"Gold Coast","4ABCRR","91.7","National","M","32","DA","26000","2268601","1150301","13564","NTL Broadcast Site cnr North & Freemans Rds LOWER BEECHMONT","0","0","0","28 2 1S","153 14 32E","QLD","","","","Issued"
"Gold Coast","4GLD","92.5","Commercial","M","22","DA","25000","4173001","1384883","14001","GCT Mt Tamborine Site 40m Tower Golf Course Road MOUNT TAMBORINE","0","0","0","27 58 11S","153 12 49E","QLD","4173","GOLD COAST RA1","","Issued"
"Gold Coast","4PNN","95.7","National","M","30","DA","26000","6252001","1156593","13564","NTL Broadcast Site cnr North & Freemans Rds LOWER BEECHMONT","0","0","0","28 2 1S","153 14 32E","QLD","","","","Issued"
"Gold Coast","4JJJ","97.7","National","M","32","DA","26000","7329601","1150308","13564","NTL Broadcast Site cnr North & Freemans Rds LOWER BEECHMONT","0","0","0","28 2 1S","153 14 32E","QLD","","","","Issued"
"Gold Coast","4HTB","102.9","Commercial","M","63","DA","25000","10013951","1170842","403573","GCT Mt Tamborine Site 103m Tower Golf Course Road MOUNT TAMBORINE","0","0","0","27 58 11S","153 12 48E","QLD","1150463","GOLD COAST RA1","","Issued"
"Gold Coast","4MET","105.7","Community","M","63","DA","10000","10013953","1170594","403573","GCT Mt Tamborine Site 103m Tower Golf Course Road MOUNT TAMBORINE","0","0","0","27 58 11S","153 12 48E","QLD","1150709","GOLD COAST RA1","","Issued"
"Gold Coast","4CAB","107.3","Community","M","63","DA","10000","10013954","1170589","403573","GCT Mt Tamborine Site 103m Tower Golf Course Road MOUNT TAMBORINE","0","0","0","27 58 11S","153 12 48E","QLD","1150708","GOLD COAST RA1","","Issued"
"Golden Grove","6FMS","107.9","Commercial","V","10","OD","10","10001187","1384839","139393","Broadcast Mast Golden Grove Mine Accommodation Village GOLDEN GROVE MINE","0","0","0","28 47 5S","116 56 15E","WA","10354","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Golden Grove Mine (WA)","6SAT","101.5","Retransmission","V","10","OD","25","1133863","1926775","139393","Broadcast Mast Golden Grove Mine Accommodation Village GOLDEN GROVE MINE","0","0","0","28 47 5S","116 56 15E","WA","","","","Issued"
"Golden Grove Mine (WA)","6JJJ","103.1","Retransmission","V","10","OD","25","1133856","1926776","139393","Broadcast Mast Golden Grove Mine Accommodation Village GOLDEN GROVE MINE","0","0","0","28 47 5S","116 56 15E","WA","","","","Issued"
"Golden Grove Mine (WA)","6ABCFM","106.3","Retransmission","V","10","OD","25","1132554","1194370","139393","Broadcast Mast Golden Grove Mine Accommodation Village GOLDEN GROVE MINE","0","0","0","28 47 5S","116 56 15E","WA","","","","Issued"
"Goodooga","2CUZ","97.7","Community","V","20","OD","100","10013226","1156141","153105","Council Site Shire Depot  Walgett Street GOODOOGA","0","0","0","29 6 54S","147 27 8E","NSW","10212","BOURKE RA2","","Issued"
"Goodooga","2ABCRR","99.3","National","M","50","OD","50","10002948","1198621","53702","BAI Comms Site Lot 7346 Bangate Rd GOODOOGA","0","0","0","29 7 58S","147 28 55E","NSW","","","","Issued"
"Goodooga","2ABCRN","100.9","National","M","50","OD","100","10002949","1198626","53702","BAI Comms Site Lot 7346 Bangate Rd GOODOOGA","0","0","0","29 7 58S","147 28 55E","NSW","","","","Issued"
"Goolwa","5ALX","91.5","Community","M","30","OD","500","12000517","1171751","502467","Northern Site Crows Nest Rd 2 km NNW of Port Elliot KERBY HILL","0","0","0","35 28 54S","138 39 46E","SA","1130054","GOOLWA RA1","","Issued"
"Goondiwindi","2NOW","88.7","Commercial","M","60","DA","600","2994002","1384861","7372","Broadcast Site 124 Merriwa Street BOGGABILLA","0","0","0","28 36 10S","150 21 34E","NSW","2994","MOREE RA1","","Issued"
"Goondiwindi","2VM","89.5","Commercial","M","60","OD","600","10004883","1151379","7372","Broadcast Site 124 Merriwa Street BOGGABILLA","0","0","0","28 36 10S","150 21 34E","NSW","4135","MOREE RA1","","Issued"
"Goondiwindi","","90.3","HPON","M","50","OD","160","5685014","1155135","40589","Broadcast Site 5 km NE of GOONDIWINDI","0","0","0","28 31 10S","150 20 16E","QLD","","","","Issued"
"Goondiwindi","4ABCRR","92.7","National","M","47","OD","200","10008152","1153271","40589","Broadcast Site 5 km NE of GOONDIWINDI","0","0","0","28 31 10S","150 20 16E","QLD","","","","Issued"
"Goondiwindi","4ABCRN","94.3","National","M","47","OD","200","5641001","1198681","40589","Broadcast Site 5 km NE of GOONDIWINDI","0","0","0","28 31 10S","150 20 16E","QLD","","","","Issued"
"Goondiwindi","4RBL","96.3","Commercial","M","30","OD","500","1133265","1189170","133262","Council Sewage Works Boundary Road GOONDIWINDI","0","0","0","28 31 34S","150 18 9E","QLD","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Goondiwindi","4BRZ","98.7","Commercial","M","30","OD","500","1133266","1189169","133262","Council Sewage Works Boundary Road GOONDIWINDI","0","0","0","28 31 34S","150 18 9E","QLD","1150711","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Goonyella","4ABCRR","89.7","Retransmission","V","60","OD","250","1415015","1153807","10004218","New Central Tower Mine Site GOONYELLA MINE","0","0","0","21 45 52S","147 58 44E","QLD","","","","Issued"
"Goonyella","4ABCCT","93.7","Retransmission","V","50","OD","250","10007086","1139493","9015266","Site 3 Riverside Mine 22 km NNW of MORANBAH","0","0","0","21 48 40S","147 58 32E","QLD","","","","Issued"
"Goonyella","4HIT","96.1","Retransmission","V","60","OD","250","10014324","10066821","10004218","New Central Tower Mine Site GOONYELLA MINE","0","0","0","21 45 52S","147 58 44E","QLD","","","","Issued"
"Goonyella","4JJJ","100.9","Retransmission","V","60","OD","250","1133000","1906615","10004218","New Central Tower Mine Site GOONYELLA MINE","0","0","0","21 45 52S","147 58 44E","QLD","","","","Issued"
"Goonyella","4RFM","102.5","Retransmission","V","60","OD","250","1133003","1906614","10004218","New Central Tower Mine Site GOONYELLA MINE","0","0","0","21 45 52S","147 58 44E","QLD","","","","Issued"
"Gosford","2BL","92.5","National","M","20","OD","200","10009501","1156662","151138","Broadcast Site MT PENANG","0","0","0","33 24 24S","151 17 34E","NSW","","","","Issued"
"Gosford","2SNR","93.3","Community","V","50","DA","2000","10008330","1170721","35748","Lot 319 Debanham Rd SOMERSBY","0","0","0","33 24 24S","151 17 48E","NSW","1150187","GOSFORD RA1","","Issued"
"Gosford","2CCM","94.1","Community","V","50","DA","2000","10008329","1171485","35748","Lot 319 Debanham Rd SOMERSBY","0","0","0","33 24 24S","151 17 48E","NSW","1150739","GOSFORD RA1","","Issued"
"Gosford","2GCB","94.9","Community","V","50","OD","2000","10008328","1170988","35748","Lot 319 Debanham Rd SOMERSBY","0","0","0","33 24 24S","151 17 48E","NSW","1150186","GOSFORD RA1","","Issued"
"Gosford","2CCC","96.3","Community","V","50","DA","2000","6527001","1385131","35748","Lot 319 Debanham Rd SOMERSBY","0","0","0","33 24 24S","151 17 48E","NSW","6527","GOSFORD RA1","","Issued"
"Gosford","2PNN","98.1","National","M","20","OD","200","10009502","1156594","151138","Broadcast Site MT PENANG","0","0","0","33 24 24S","151 17 34E","NSW","","","","Issued"
"Gosford","2CFM","101.3","Commercial","M","60","OD","16000","5145001","1384864","35748","Lot 319 Debanham Rd SOMERSBY","0","0","0","33 24 24S","151 17 48E","NSW","5145","GOSFORD RA1","","Issued"
"Gosford","2GOS","104.5","Commercial","M","70","OD","16000","1150647","1170886","34876","Comms Site Reeves Rd SOMERSBY","0","0","0","33 23 53S","151 17 45E","NSW","1150647","GOSFORD RA1","","Issued"
"Gosford","2GGO","107.7","Commercial","M","80","DA","10000","4113001","10258041","202747","Central Coast Radio Site Lot 32 Debenham Rd SOMERSBY","0","0","0","33 24 38S","151 17 51E","NSW","4113","GOSFORD RA1","","Issued"
"Goulburn","2SNO","93.5","Commercial","M","25","OD","40000","10004710","1151392","9010584","Radio Goulburn Broadcast Tower  MT GRAY","0","0","0","34 45 30S","149 45 47E","NSW","10313","GOULBURN RA1","","Issued"
